Unnamed: 0.1,시즌(년도)_x,소속,라운드,상대팀_x,No._x,선수명,포지션,등번호,출전시간(분),득점,도움,슈팅,유효슈팅,블락된슈팅,벗어난슈팅,PA내슈팅,PA외슈팅,오프사이드,프리킥,코너킥,스로인,드리블시도,드리블성공,드리블성공%,패스시도,패스성공,패스성공%,키패스,전방패스시도,전방패스성공,전방패스성공%,후방패스시도,후방패스성공,후방패스성공%,횡패스시도,횡패스성공,횡패스성공%,공격진영패스시도,공격진영패스성공,공격진영패스성공%,수비진영패스시도,수비진영패스성공,수비진영패스성공%,중앙진영패스시도,중앙진영패스성공,중앙진영패스성공%,롱패스시도,롱패스성공,롱패스성공%,중거리패스시도,중거리패스성공,중거리패스성공%,단거리패스시도,단거리패스성공,단거리패스성공%,크로스시도,크로스성공,크로스성공%,탈압박,지상경합시도,지상경합성공,지상경합성공%,공중경합시도,공중경합성공,공중경합성공%,태클시도,태클성공,태클성공%,클리어링,인터셉트,차단,획득,블락,볼미스,파울,피파울,경고,퇴장,시즌(년도)_y,상대팀_y,No._y,주발,포지션 상세,정발여부
274,2022,울산,16R,전북(H),5,김태환,DF,23,94,0,0,1,0,0,1,1,0,0,0,0,6,0,0,0,47,43,91,0,8,4,50,22,22,100.0,17,17,100.0,22,21,95.4,2,1,50.0,23,21,91.3,1,1,100.0,20,17,85.0,26,25,96.2,11,3,27.3,0,1,0,0.0,1,0,0.0,1,0,0.0,3,1,2,6,0,0,0,0,0,0,2022,전북(H),5,right,RB,정발
289,2022,울산,17R,서울(A),2,김영권,DF,19,94,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,93,87,94,0,51,45,88,8,8,100.0,34,34,100.0,0,0,0.0,31,30,96.8,62,57,91.9,20,16,80.0,40,38,95.0,33,33,100.0,1,0,0.0,0,1,1,100.0,1,1,100.0,0,0,0.0,3,6,0,3,1,0,1,1,0,0,2022,서울(A),2,left,CB1,정발
290,2022,울산,17R,서울(A),3,이명재,DF,13,94,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,65,59,91,2,18,14,78,24,24,100.0,23,21,91.3,24,22,91.7,8,6,75.0,33,31,93.9,7,5,71.4,18,15,83.3,40,39,97.5,3,0,0.0,0,1,1,100.0,0,0,0.0,3,1,33.3,1,4,2,7,1,0,0,0,0,0,2022,서울(A),3,left,LB,정발
291,2022,울산,17R,서울(A),4,김기희,DF,44,94,0,0,1,0,0,1,1,0,0,3,0,0,0,0,0,81,72,89,3,39,30,77,8,8,100.0,34,34,100.0,1,0,0.0,30,28,93.3,50,44,88.0,17,11,64.7,45,43,95.6,19,18,94.7,2,1,50.0,0,2,0,0.0,6,4,66.7,5,1,20.0,4,3,3,4,1,0,1,1,0,0,2022,서울(A),4,right,CB2,정발
292,2022,울산,17R,서울(A),5,설영우,DF,66,94,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,100,90,90,0,29,19,66,42,42,100.0,29,29,100.0,31,29,93.6,12,8,66.7,57,53,93.0,9,6,66.7,26,23,88.5,65,61,93.8,3,0,0.0,1,2,1,50.0,1,0,0.0,3,2,66.7,4,1,3,6,1,0,0,2,0,0,2022,서울(A),5,right,RB,정발
307,2022,울산,18R,성남(H),2,김영권,DF,19,103,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,132,126,95,0,71,65,92,5,5,100.0,56,56,100.0,24,21,87.5,14,14,100.0,94,91,96.8,33,29,87.9,58,56,96.6,41,41,100.0,0,0,0.0,0,0,0,0.0,2,2,100.0,0,0,0.0,6,3,0,6,2,0,0,0,0,0,2022,성남(H),2,left,CB1,정발
308,2022,울산,18R,성남(H),3,이명재,DF,13,103,0,0,1,0,0,1,0,1,0,0,0,5,1,1,100,78,72,92,1,24,19,79,42,42,100.0,12,11,91.7,43,39,90.7,3,3,100.0,32,30,93.8,4,3,75.0,16,15,93.8,58,54,93.1,14,4,28.6,1,3,1,33.3,2,1,50.0,1,0,0.0,1,3,3,3,3,0,1,0,1,0,2022,성남(H),3,left,LB,정발
309,2022,울산,18R,성남(H),4,임종은,DF,5,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,69,96,0,30,28,93,2,2,100.0,40,39,97.5,7,5,71.4,18,17,94.4,47,47,100.0,8,8,100.0,34,33,97.1,30,28,93.3,1,0,0.0,0,3,0,0.0,13,8,61.5,1,0,0.0,5,5,2,7,1,2,1,1,0,0,2022,성남(H),4,right,CB2,정발
310,2022,울산,18R,성남(H),5,김태환,DF,23,103,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,86,78,91,2,14,9,64,34,33,97.1,38,36,94.7,52,48,92.3,11,9,81.8,23,21,91.3,8,5,62.5,35,32,91.4,43,41,95.4,13,3,23.1,0,2,0,0.0,2,1,50.0,1,0,0.0,0,5,0,7,1,2,0,0,0,0,2022,성남(H),5,right,RB,정발
325,2022,울산,19R,포항(A),2,김기희,DF,44,95,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,86,78,91,0,46,38,83,7,7,100.0,33,33,100.0,2,2,100.0,27,24,88.9,57,52,91.2,13,7,53.8,37,37,100.0,36,34,94.4,1,0,0.0,0,1,1,100.0,3,2,66.7,2,1,50.0,4,4,1,5,1,0,0,1,0,0,2022,포항(A),2,right,CB2,정발
326,2022,울산,19R,포항(A),3,이명재,DF,13,63,0,0,0,0,0,0,0,0,0,1,0,6,1,0,0,32,27,84,0,6,2,33,14,14,100.0,12,11,91.7,9,8,88.9,5,2,40.0,18,17,94.4,2,1,50.0,9,8,88.9,21,18,85.7,3,0,0.0,0,0,0,0.0,1,0,0.0,0,0,0.0,1,4,0,2,1,0,1,1,0,0,2022,포항(A),3,left,LB,정발
327,2022,울산,19R,포항(A),4,김영권,DF,19,95,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,107,98,92,0,51,42,82,15,15,100.0,41,41,100.0,1,1,100.0,28,28,100.0,78,69,88.5,13,7,53.8,40,39,97.5,54,52,96.3,0,0,0.0,0,1,0,0.0,6,5,83.3,2,0,0.0,9,3,1,4,2,0,0,0,0,0,2022,포항(A),4,left,CB1,정발
328,2022,울산,19R,포항(A),5,김태환,DF,23,95,0,0,0,0,0,0,0,0,0,0,0,9,3,1,33,55,50,91,2,10,5,50,25,25,100.0,20,20,100.0,17,16,94.1,11,10,90.9,27,24,88.9,4,3,75.0,14,12,85.7,37,35,94.6,8,3,37.5,0,4,4,100.0,2,1,50.0,3,3,100.0,0,3,4,3,1,1,0,0,0,0,2022,포항(A),5,right,RB,정발
343,2022,울산,20R,강원(H),2,김영권,DF,19,94,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,105,96,91,0,55,46,84,4,4,100.0,46,46,100.0,7,7,100.0,17,14,82.4,81,75,92.6,19,14,73.7,44,42,95.4,42,40,95.2,0,0,0.0,0,2,2,100.0,1,1,100.0,0,0,0.0,3,2,1,8,1,0,0,0,0,0,2022,강원(H),2,left,CB1,정발
344,2022,울산,20R,강원(H),3,이명재,DF,13,94,0,0,2,0,0,2,1,1,0,0,0,9,0,0,0,49,44,90,1,13,10,77,18,18,100.0,18,16,88.9,11,10,90.9,14,12,85.7,24,22,91.7,3,1,33.3,18,17,94.4,28,26,92.9,8,1,12.5,0,2,1,50.0,4,1,25.0,2,0,0.0,4,2,1,5,1,3,2,0,0,0,2022,강원(H),3,left,LB,정발
345,2022,울산,20R,강원(H),4,임종은,DF,5,94,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,82,78,95,1,35,32,91,3,3,100.0,44,43,97.7,4,3,75.0,12,11,91.7,66,64,97.0,8,6,75.0,37,36,97.3,37,36,97.3,1,1,100.0,0,5,4,80.0,8,7,87.5,2,1,50.0,10,6,5,3,4,0,0,1,0,0,2022,강원(H),4,right,CB2,정발
346,2022,울산,20R,강원(H),5,설영우,DF,66,94,0,0,1,0,0,1,1,0,0,1,0,9,1,1,100,99,97,98,1,17,15,88,42,42,100.0,40,40,100.0,43,41,95.4,4,4,100.0,52,52,100.0,5,5,100.0,26,25,96.2,68,67,98.5,5,0,0.0,1,2,2,100.0,2,1,50.0,2,0,0.0,7,5,4,2,1,0,0,2,0,0,2022,강원(H),5,right,RB,정발
361,2022,울산,21R,대구(A),2,김영권,DF,19,96,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,75,71,95,0,43,40,93,7,7,100.0,25,24,96.0,0,0,0.0,19,18,94.7,56,53,94.6,9,6,66.7,35,34,97.1,31,31,100.0,0,0,0.0,0,3,3,100.0,4,2,50.0,2,1,50.0,5,10,3,2,2,0,0,0,0,0,2022,대구(A),2,left,CB1,정발
362,2022,울산,21R,대구(A),3,김기희,DF,44,96,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,78,67,86,0,41,30,73,7,7,100.0,30,30,100.0,1,1,100.0,19,15,79.0,58,51,87.9,19,11,57.9,37,34,91.9,22,22,100.0,1,0,0.0,0,7,2,28.6,7,5,71.4,6,0,0.0,6,10,2,0,2,1,0,0,0,0,2022,대구(A),3,right,CB2,정발
363,2022,울산,21R,대구(A),4,설영우,DF,66,96,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,85,77,91,0,28,21,75,22,22,100.0,35,34,97.1,23,21,91.3,17,15,88.2,45,41,91.1,6,5,83.3,32,30,93.8,47,42,89.4,2,0,0.0,0,2,0,0.0,3,2,66.7,3,1,33.3,10,5,1,11,0,2,1,1,1,0,2022,대구(A),4,right,LB,정발x
364,2022,울산,21R,대구(A),5,김태환,DF,23,39,0,0,0,0,0,0,0,0,0,0,0,2,2,1,50,43,42,98,1,7,6,86,26,26,100.0,10,10,100.0,19,18,94.7,4,4,100.0,20,20,100.0,0,0,0.0,13,12,92.3,30,30,100.0,1,1,100.0,0,1,1,100.0,0,0,0.0,0,0,0.0,0,2,1,0,0,0,0,0,0,0,2022,대구(A),5,right,RB,정발
379,2022,울산,22R,수원(H),2,김기희,DF,44,94,0,0,1,0,0,1,1,0,0,3,0,0,0,0,0,59,53,90,0,29,23,79,0,0,0.0,30,30,100.0,0,0,0.0,20,20,100.0,39,33,84.6,9,5,55.6,25,23,92.0,25,25,100.0,0,0,0.0,0,6,3,50.0,6,6,100.0,3,0,0.0,6,7,6,1,2,0,1,0,1,0,2022,수원(H),2,right,CB2,정발
380,2022,울산,22R,수원(H),3,설영우,DF,66,94,0,0,3,2,0,1,1,2,0,1,0,8,1,0,0,59,50,85,2,19,11,58,22,22,100.0,18,17,94.4,15,15,100.0,15,10,66.7,29,25,86.2,9,7,77.8,21,16,76.2,29,27,93.1,7,2,28.6,0,2,2,100.0,1,1,100.0,3,1,33.3,6,4,4,7,0,1,1,0,0,0,2022,수원(H),3,right,RB,정발
381,2022,울산,22R,수원(H),4,김영권,DF,19,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,66,89,0,41,33,81,3,3,100.0,30,30,100.0,0,0,0.0,26,22,84.6,48,44,91.7,12,4,33.3,30,30,100.0,32,32,100.0,0,0,0.0,0,0,0,0.0,2,1,50.0,2,0,0.0,4,3,0,1,1,0,1,1,0,0,2022,수원(H),4,left,CB1,정발
382,2022,울산,22R,수원(H),5,이명재,DF,13,94,0,1,0,0,0,0,0,0,0,1,0,12,1,0,0,53,48,91,3,15,13,87,22,22,100.0,16,13,81.2,19,16,84.2,9,8,88.9,25,24,96.0,6,4,66.7,17,15,88.2,30,29,96.7,5,3,60.0,0,3,1,33.3,1,1,100.0,1,0,0.0,3,1,1,3,2,0,0,0,0,0,2022,수원(H),5,left,LB,정발
397,2022,울산,23R,제주(A),2,설영우,DF,66,95,0,0,2,1,0,1,2,0,0,1,0,8,0,0,0,48,47,98,0,8,7,88,13,13,100.0,27,27,100.0,14,14,100.0,13,12,92.3,21,21,100.0,13,13,100.0,15,15,100.0,20,19,95.0,2,0,0.0,0,1,1,100.0,2,1,50.0,3,1,33.3,4,4,3,3,0,0,2,1,0,0,2022,제주(A),2,right,LB,정발x
398,2022,울산,23R,제주(A),3,김영권,DF,19,95,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,86,81,94,1,26,22,85,2,2,100.0,58,57,98.3,1,1,100.0,23,22,95.6,62,58,93.6,23,22,95.6,30,27,90.0,33,32,97.0,0,0,0.0,0,1,0,0.0,5,4,80.0,1,0,0.0,8,2,3,0,1,0,0,2,0,0,2022,제주(A),3,left,CB1,정발
399,2022,울산,23R,제주(A),4,김태환,DF,23,95,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,56,45,80,0,17,9,53,6,6,100.0,33,30,90.9,10,8,80.0,12,9,75.0,34,28,82.4,7,4,57.1,17,13,76.5,32,28,87.5,2,0,0.0,0,1,0,0.0,4,3,75.0,3,0,0.0,5,2,0,5,0,1,3,2,1,0,2022,제주(A),4,right,RB,정발
400,2022,울산,23R,제주(A),5,김기희,DF,44,95,0,0,1,0,0,1,1,0,0,3,0,0,0,0,0,80,73,91,0,12,6,50,1,1,100.0,67,66,98.5,0,0,0.0,37,31,83.8,43,42,97.7,37,33,89.2,29,27,93.1,14,13,92.9,0,0,0.0,0,1,0,0.0,4,3,75.0,1,0,0.0,8,1,0,0,2,0,1,0,0,0,2022,제주(A),5,right,CB2,정발
415,2022,울산,24R,김천(A),2,임종은,DF,5,94,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,81,74,91,0,19,14,74,3,3,100.0,59,57,96.6,0,0,0.0,25,22,88.0,56,52,92.9,22,18,81.8,38,35,92.1,21,21,100.0,1,1,100.0,0,2,0,0.0,2,2,100.0,4,2,50.0,6,8,1,1,1,0,2,0,0,0,2022,김천(A),2,right,CB2,정발
416,2022,울산,24R,김천(A),3,김영권,DF,19,94,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,105,102,97,0,30,29,97,4,4,100.0,71,69,97.2,2,1,50.0,26,26,100.0,77,75,97.4,30,28,93.3,37,37,100.0,38,37,97.4,0,0,0.0,0,2,2,100.0,0,0,0.0,2,0,0.0,3,5,2,4,0,0,0,0,0,0,2022,김천(A),3,left,CB1,정발
417,2022,울산,24R,김천(A),4,김태환,DF,23,94,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,62,57,92,1,15,10,67,10,10,100.0,37,37,100.0,18,16,88.9,6,6,100.0,38,35,92.1,5,4,80.0,17,17,100.0,40,36,90.0,3,1,33.3,0,2,2,100.0,2,1,50.0,3,1,33.3,3,4,2,3,2,1,4,0,0,0,2022,김천(A),4,right,RB,정발
418,2022,울산,24R,김천(A),5,설영우,DF,66,94,0,0,0,0,0,0,0,0,0,1,0,13,1,1,100,63,61,97,0,8,7,88,16,16,100.0,39,38,97.4,21,21,100.0,14,13,92.9,28,27,96.4,5,5,100.0,24,22,91.7,34,34,100.0,3,0,0.0,1,0,0,0.0,0,0,0.0,6,2,33.3,5,3,4,1,5,0,1,1,0,0,2022,김천(A),5,right,LB,정발x
433,2022,울산,25R,강원(H),2,이명재,DF,13,94,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,40,35,88,1,8,7,88,9,9,100.0,23,19,82.6,16,15,93.8,13,10,76.9,11,10,90.9,6,4,66.7,9,8,88.9,25,23,92.0,2,1,50.0,0,3,2,66.7,2,0,0.0,4,0,0.0,7,2,3,3,5,0,0,3,0,0,2022,강원(H),2,left,LB,정발
434,2022,울산,25R,강원(H),3,설영우,DF,66,94,0,0,0,0,0,0,0,0,0,0,0,4,1,1,100,73,67,92,0,19,14,74,10,10,100.0,44,43,97.7,19,18,94.7,10,7,70.0,44,42,95.4,5,4,80.0,29,28,96.6,39,35,89.7,2,0,0.0,0,3,2,66.7,3,1,33.3,4,1,25.0,0,4,3,6,2,0,0,1,0,0,2022,강원(H),3,right,RB,정발
435,2022,울산,25R,강원(H),4,김영권,DF,19,94,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,60,57,95,0,10,7,70,3,3,100.0,47,47,100.0,1,1,100.0,22,19,86.4,37,37,100.0,27,24,88.9,27,27,100.0,6,6,100.0,0,0,0.0,0,1,1,100.0,0,0,0.0,0,0,0.0,3,1,3,1,5,0,0,0,0,0,2022,강원(H),4,left,CB1,정발
436,2022,울산,25R,강원(H),5,김기희,DF,44,94,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,49,44,90,0,7,3,43,1,1,100.0,41,40,97.6,0,0,0.0,21,20,95.2,28,24,85.7,17,15,88.2,24,23,95.8,8,6,75.0,0,0,0.0,0,3,2,66.7,6,3,50.0,3,1,33.3,7,6,1,2,4,0,0,1,0,0,2022,강원(H),5,right,CB2,정발
451,2022,울산,26R,서울(H),2,김영권,DF,19,96,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,86,73,85,0,24,16,67,1,1,100.0,61,56,91.8,2,1,50.0,26,22,84.6,58,50,86.2,38,30,79.0,24,21,87.5,24,22,91.7,0,0,0.0,0,1,0,0.0,5,4,80.0,0,0,0.0,2,9,0,6,1,0,0,1,0,0,2022,서울(H),2,left,CB1,정발
452,2022,울산,26R,서울(H),3,설영우,DF,66,96,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,74,69,93,1,10,8,80,19,19,100.0,45,42,93.3,20,17,85.0,7,7,100.0,47,45,95.7,9,9,100.0,26,22,84.6,39,38,97.4,5,0,0.0,0,2,2,100.0,4,3,75.0,2,2,100.0,3,8,6,3,3,0,0,0,0,0,2022,서울(H),3,right,LB,정발x
453,2022,울산,26R,서울(H),4,김기희,DF,44,96,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,70,66,94,0,13,11,85,1,1,100.0,56,54,96.4,1,1,100.0,23,23,100.0,46,42,91.3,33,29,87.9,29,29,100.0,8,8,100.0,1,1,100.0,0,1,0,0.0,3,3,100.0,2,2,100.0,2,3,0,1,1,0,1,0,0,0,2022,서울(H),4,right,CB2,정발
454,2022,울산,26R,서울(H),5,김태환,DF,23,96,0,0,1,0,0,1,0,1,0,0,0,9,0,0,0,62,59,95,1,10,9,90,16,16,100.0,36,34,94.4,16,16,100.0,7,7,100.0,39,36,92.3,5,5,100.0,19,18,94.7,38,36,94.7,4,1,25.0,0,1,0,0.0,0,0,0.0,3,0,0.0,1,0,0,5,2,0,2,0,0,0,2022,서울(H),5,right,RB,정발
469,2022,울산,27R,전북(A),2,김영권,DF,19,100,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,47,39,83,0,20,13,65,5,5,100.0,22,21,95.4,0,0,0.0,28,23,82.1,19,16,84.2,16,11,68.8,20,18,90.0,11,10,90.9,0,0,0.0,0,1,1,100.0,3,1,33.3,1,0,0.0,7,6,0,3,1,0,2,0,0,0,2022,전북(A),2,left,CB1,정발
470,2022,울산,27R,전북(A),3,김기희,DF,44,100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,44,31,70,0,19,7,37,2,2,100.0,23,22,95.6,0,0,0.0,26,17,65.4,18,14,77.8,16,8,50.0,18,14,77.8,10,9,90.0,0,0,0.0,0,2,2,100.0,3,1,33.3,2,1,50.0,4,1,3,2,2,0,0,1,0,0,2022,전북(A),3,right,CB2,정발
471,2022,울산,27R,전북(A),4,설영우,DF,66,100,0,0,1,0,0,1,0,1,0,0,0,5,2,2,100,35,30,86,0,10,7,70,6,6,100.0,19,17,89.5,6,3,50.0,8,8,100.0,21,19,90.5,3,3,100.0,8,6,75.0,24,21,87.5,1,0,0.0,0,2,2,100.0,2,2,100.0,2,0,0.0,6,4,3,1,0,0,2,2,1,0,2022,전북(A),4,right,LB,정발x
472,2022,울산,27R,전북(A),5,김태환,DF,23,100,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,32,28,88,0,8,5,63,6,6,100.0,18,17,94.4,6,5,83.3,3,1,33.3,23,22,95.6,5,3,60.0,14,12,85.7,13,13,100.0,0,0,0.0,0,4,2,50.0,2,1,50.0,2,1,50.0,0,3,1,1,1,0,1,0,1,0,2022,전북(A),5,right,RB,정발
487,2022,울산,28R,대구(H),2,김영권,DF,19,96,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,94,88,94,0,23,19,83,4,4,100.0,67,65,97.0,0,0,0.0,32,28,87.5,62,60,96.8,28,25,89.3,28,26,92.9,38,37,97.4,0,0,0.0,0,1,0,0.0,0,0,0.0,2,0,0.0,1,6,1,1,1,0,0,0,0,0,2022,대구(H),2,left,CB1,정발
488,2022,울산,28R,대구(H),3,설영우,DF,66,96,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,70,68,97,1,10,8,80,20,20,100.0,40,40,100.0,23,23,100.0,22,20,90.9,25,25,100.0,4,4,100.0,21,21,100.0,45,43,95.6,1,0,0.0,0,2,1,50.0,4,2,50.0,5,2,40.0,2,4,1,5,4,0,1,1,0,0,2022,대구(H),3,right,LB,정발x
489,2022,울산,28R,대구(H),4,김태환,DF,23,96,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,64,60,94,2,16,13,81,13,13,100.0,35,34,97.1,15,15,100.0,9,6,66.7,40,39,97.5,4,2,50.0,23,23,100.0,37,35,94.6,4,1,25.0,0,1,1,100.0,0,0,0.0,0,0,0.0,0,3,2,4,3,0,1,0,0,0,2022,대구(H),4,right,RB,정발
490,2022,울산,28R,대구(H),5,임종은,DF,5,96,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,63,58,92,0,15,10,67,4,4,100.0,44,44,100.0,0,0,0.0,24,20,83.3,39,38,97.4,15,14,93.3,31,29,93.6,17,15,88.2,0,0,0.0,0,4,2,50.0,6,5,83.3,2,1,50.0,8,2,2,0,3,0,1,0,0,0,2022,대구(H),5,right,CB2,정발
505,2022,울산,29R,성남(A),2,임종은,DF,5,80,0,0,1,0,0,1,1,0,1,3,0,0,0,0,0,78,74,95,0,16,12,75,8,8,100.0,54,54,100.0,0,0,0.0,42,41,97.6,36,33,91.7,16,13,81.2,47,47,100.0,15,14,93.3,0,0,0.0,0,0,0,0.0,8,6,75.0,1,0,0.0,5,4,0,1,2,0,1,1,0,0,2022,성남(A),2,right,LB,정발x
506,2022,울산,29R,성남(A),3,윤일록,DF,7,97,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,34,31,91,0,8,5,63,4,4,100.0,22,22,100.0,1,1,100.0,12,11,91.7,21,19,90.5,2,2,100.0,17,17,100.0,15,12,80.0,3,1,33.3,0,3,0,0.0,5,3,60.0,2,1,50.0,5,2,4,10,3,1,3,2,0,0,2022,성남(A),3,right,CB1,정발x
507,2022,울산,29R,성남(A),4,김영권,DF,19,97,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,75,65,87,0,15,7,47,4,4,100.0,56,54,96.4,1,0,0.0,37,34,91.9,37,31,83.8,21,16,76.2,37,32,86.5,17,17,100.0,2,1,50.0,0,3,3,100.0,3,3,100.0,0,0,0.0,6,4,5,4,1,0,0,1,0,0,2022,성남(A),4,left,RB,정발x
508,2022,울산,29R,성남(A),5,설영우,DF,66,97,0,0,0,0,0,0,0,0,0,0,0,21,1,1,100,99,87,88,0,20,12,60,19,19,100.0,60,56,93.3,23,21,91.3,18,17,94.4,58,49,84.5,6,5,83.3,42,39,92.9,51,43,84.3,2,0,0.0,1,3,1,33.3,0,0,0.0,3,0,0.0,1,3,3,4,1,1,2,1,0,0,2022,성남(A),5,right,CB2,정발
523,2022,울산,30R,수원(H),2,김기희,DF,44,96,0,0,1,0,0,1,0,1,0,2,0,0,0,0,0,68,61,90,0,15,11,73,3,3,100.0,50,47,94.0,4,2,50.0,19,15,79.0,45,44,97.8,19,16,84.2,30,28,93.3,19,17,89.5,1,0,0.0,1,4,2,50.0,6,4,66.7,0,0,0.0,10,5,3,2,0,0,2,0,0,0,2022,수원(H),2,right,CB2,정발
524,2022,울산,30R,수원(H),3,설영우,DF,66,96,0,0,0,0,0,0,0,0,0,1,0,8,2,1,50,70,64,91,1,13,11,85,22,22,100.0,35,31,88.6,15,13,86.7,16,15,93.8,39,36,92.3,7,4,57.1,20,19,95.0,43,41,95.4,1,0,0.0,0,2,1,50.0,2,1,50.0,1,0,0.0,5,4,3,4,1,0,0,2,0,0,2022,수원(H),3,right,LB,정발x
525,2022,울산,30R,수원(H),4,김영권,DF,19,46,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,56,54,96,0,15,13,87,1,1,100.0,40,40,100.0,0,0,0.0,10,10,100.0,46,44,95.6,13,12,92.3,23,22,95.6,20,20,100.0,0,0,0.0,0,0,0,0.0,1,1,100.0,0,0,0.0,1,4,1,1,1,0,1,1,0,0,2022,수원(H),4,left,CB1,정발
526,2022,울산,30R,수원(H),5,김태환,DF,23,96,0,1,1,0,1,0,0,1,0,0,0,15,0,0,0,75,63,84,1,17,10,59,18,18,100.0,40,35,87.5,24,20,83.3,13,11,84.6,38,32,84.2,5,3,60.0,27,21,77.8,43,39,90.7,2,2,100.0,0,0,0,0.0,0,0,0.0,0,0,0.0,2,3,0,5,2,1,1,0,0,0,2022,수원(H),5,right,RB,정발
541,2022,울산,31R,포항(H),2,설영우,DF,66,97,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,54,47,87,2,8,3,38,16,16,100.0,30,28,93.3,13,12,92.3,10,8,80.0,31,27,87.1,4,4,100.0,17,14,82.4,33,29,87.9,3,1,33.3,0,1,1,100.0,0,0,0.0,3,1,33.3,2,2,2,8,1,2,0,0,0,0,2022,포항(H),2,right,LB,정발x
542,2022,울산,31R,포항(H),3,김태환,DF,23,97,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,43,35,81,0,8,3,38,9,9,100.0,26,23,88.5,11,10,90.9,10,8,80.0,22,17,77.3,2,2,100.0,19,15,79.0,22,18,81.8,3,0,0.0,1,1,1,100.0,3,2,66.7,0,0,0.0,1,3,2,1,1,1,1,1,0,0,2022,포항(H),3,right,RB,정발
543,2022,울산,31R,포항(H),4,김영권,DF,19,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,59,87,0,23,15,65,3,3,100.0,42,41,97.6,0,0,0.0,25,23,92.0,43,36,83.7,17,13,76.5,31,29,93.6,20,17,85.0,0,0,0.0,0,2,1,50.0,3,3,100.0,2,1,50.0,3,8,1,1,1,0,2,0,0,0,2022,포항(H),4,left,CB1,정발
544,2022,울산,31R,포항(H),5,김기희,DF,44,97,0,0,0,0,0,0,0,0,0,3,0,0,1,1,100,44,37,84,0,7,5,71,1,1,100.0,36,31,86.1,0,0,0.0,16,15,93.8,28,22,78.6,9,6,66.7,23,19,82.6,12,12,100.0,0,0,0.0,1,0,0,0.0,4,4,100.0,0,0,0.0,3,7,0,1,4,0,1,2,1,0,2022,포항(H),5,right,CB2,정발
559,2022,울산,32R,인천(A),2,임종은,DF,5,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,69,91,0,15,9,60,1,1,100.0,60,59,98.3,0,0,0.0,34,28,82.4,42,41,97.6,30,28,93.3,31,28,90.3,15,13,86.7,0,0,0.0,0,3,1,33.3,2,2,100.0,0,0,0.0,6,10,2,3,3,1,0,0,0,0,2022,인천(A),2,right,CB2,정발
560,2022,울산,32R,인천(A),3,정승현,DF,15,94,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,91,78,86,1,29,20,69,1,1,100.0,61,57,93.4,3,3,100.0,25,23,92.0,63,52,82.5,31,23,74.2,35,30,85.7,25,25,100.0,0,0,0.0,0,1,0,0.0,7,6,85.7,3,0,0.0,7,6,0,3,0,1,2,0,0,0,2022,인천(A),3,right,CB1,정발x
561,2022,울산,32R,인천(A),4,김태환,DF,23,94,0,0,0,0,0,0,0,0,0,2,0,12,1,0,0,75,68,91,0,12,7,58,13,13,100.0,50,48,96.0,26,24,92.3,9,9,100.0,40,35,87.5,10,9,90.0,25,24,96.0,40,35,87.5,4,0,0.0,1,1,1,100.0,5,3,60.0,5,3,60.0,3,5,0,4,7,0,1,0,0,0,2022,인천(A),4,right,RB,정발
